cas_type,cas_gender,cas_age,cas_pos_in_veh,fatality,seat_belt,unit_type,lic_type,n_occupants,stat_area,total_units,time,area_speed,acc_pos,hor_align,ver_align,moist_cond,wea_cond,dayNight,crash_type,traf_ctrls
Driver,Female,22,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,Pedestrian Crossing,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Rider,Male,53,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Female,22,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,48,Driver,NotFatal,Worn,Medium,Full,2,2 Metropolitan,2,peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Passenger,Female,70,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,2,2 Metropolitan,2,peak,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,42,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,3,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Passenger,Female,65,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,3,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Male,55,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Female,35,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Rear End,Traffic Signals
Rider,Male,32,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Slope,Dry,Not Raining,Night,Right Angle,No Control
Driver,Male,50,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Passenger,Female,11,Rear Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Female,78,Driver,NotFatal,Worn,Utility,Full,1,3 Country,2,off-peak,100,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Female,45,Driver,NotFatal,Worn,Medium,Full,1,3 Country,2,off-peak,100,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Rider,Male,57,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,2,off-peak,90,T-Junction,Straight road,Slope,Dry,Not Raining,Night,Rear End,No Control
Driver,Male,34,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Passenger,Female,15,Rear Seat Middle Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Traffic Signals
Driver,Male,42,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,4,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Male,65,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,29,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Male,30,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Passenger,Male,5,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,4,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Passenger,Female,48,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Male,55,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,17,Driver,NotFatal,Worn,Small,Provisional 1 ,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Passenger,Female,17,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,77,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,Stop Sign
Rider,Male,52,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,2,2 Metropolitan,2,off-peak,90,Cross Road,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Rear End,Give Way Sign
Driver,Male,55,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,18,Driver,NotFatal,Unknown,Small,Provisional 2,1,2 Metropolitan,2,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Female,20,Driver,NotFatal,Worn,Small,Provisional 2,3,3 Country,2,off-peak,100,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Side Swipe,No Control
Passenger,Female,21,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,3,3 Country,2,off-peak,100,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Side Swipe,No Control
Passenger,Female,21,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,3 Country,2,off-peak,100,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Side Swipe,No Control
Driver,Male,26,Driver,NotFatal,Unknown,Medium,Unlicenced,3,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,Roundabout
Driver,Male,76,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Night,Right Turn,No Control
Driver,Male,42,Driver,NotFatal,Worn,Medium,Full,2,3 Country,2,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Passenger,Male,30,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,2,3 Country,2,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,86,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,110,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Rider,Female,61,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,2,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Roll Over,No Control
Rider,Male,57,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,2,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Roll Over,No Control
Rider,Male,47,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,2,2 Metropolitan,3,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Female,41,Passenger of Motorcycle,NotFatal,NotWorn,MCycling,NoLicence,2,2 Metropolitan,3,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,49,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,1,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Female,29,Driver,NotFatal,Worn,Small,Provisional 2,1,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,34,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,51,Driver,NotFatal,Unknown,Utility,Unlicenced,1,3 Country,1,peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
Driver,Male,24,Driver,NotFatal,Unknown,Medium,Full,1,3 Country,1,off-peak,80,Not Divided,"CURVED, VIEW OPEN",Slope,Unknown,Not Raining,Night,Left Road - Out of Control,No Control
Driver,Female,32,Driver,NotFatal,Worn,Medium,Full,2,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,38,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
Driver,Male,51,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Male,39,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Head On,No Control
Rider,Female,17,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Passenger,Female,24,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,25,1 City,1,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Other,No Control
Rider,Male,32,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,20,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,74,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Passenger,Male,17,Rear Seat Middle Passenger,NotFatal,NotWorn,Medium,NoLicence,6,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Passenger,Female,14,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,6,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Female,47,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Female,18,Driver,NotFatal,Worn,Small,Provisional 1 ,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Pedestrian,Male,23,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,No Control
Driver,Male,32,Driver,NotFatal,Worn,Small,Full,1,3 Country,1,off-peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Left Road - Out of Control,No Control
Driver,Male,39.88915925,Driver,NotFatal,Unknown,Small,Unknown,3,3 Country,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
Passenger,Male,39.88915925,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,3 Country,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
Passenger,Male,13,Rear Seat Middle Passenger,NotFatal,NotWorn,Small,NoLicence,3,3 Country,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
Driver,Male,27,Driver,NotFatal,Worn,Utility,Full,3,3 Country,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
Passenger,Male,39.88915925,Front Seat Left Passenger,NotFatal,NotWorn,Utility,NoLicence,3,3 Country,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
Passenger,Male,39.88915925,Rear Seat Left Passenger,NotFatal,NotWorn,Utility,NoLicence,3,3 Country,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
Driver,Male,23,Driver,NotFatal,Worn,Small,Unknown,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
Passenger,Female,57,Passenger of Motorcycle,NotFatal,NotWorn,MCycling,NoLicence,2,3 Country,2,off-peak,100,T-Junction,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Night,Hit Animal,Give Way Sign
Rider,Male,55,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Female,27,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,32,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
Driver,Male,52,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
Driver,Female,69,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,100,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,32,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Angle,No Control
Driver,Female,26,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Angle,No Control
Driver,Female,23,Driver,NotFatal,Worn,Medium,Full,3,3 Country,2,off-peak,100,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,62,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Female,24,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Rider,Male,28,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Driver,Male,74,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Rider,Male,60,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,3 Country,2,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Passenger,Female,30,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,3,3 Country,4,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Other,No Control
Passenger,Male,7,Rear Seat Right Passenger,NotFatal,NotWorn,Medium,NoLicence,3,3 Country,4,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Other,No Control
Driver,Female,36,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,peak,90,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Female,49,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Male,29,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,70,Driver,NotFatal,Worn,Medium,Full,1,1 City,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Side Swipe,Traffic Signals
Driver,Male,30,Driver,NotFatal,Worn,Medium,Unlicenced,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Female,22,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,80,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,44,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Male,59,Driver,NotFatal,Worn,Medium,Full,1,3 Country,3,peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
Driver,Male,46,Driver,NotFatal,Worn,Utility,Full,4,3 Country,3,peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
Passenger,Female,1,Rear Seat Right Passenger,NotFatal,NotWorn,Utility,NoLicence,4,3 Country,3,peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
Passenger,Female,4,Rear Seat Left Passenger,NotFatal,NotWorn,Utility,NoLicence,4,3 Country,3,peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
Passenger,Female,35,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,2,3 Country,1,off-peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Roll Over,No Control
Passenger,Female,42,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Male,58,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,110,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,83,Driver,NotFatal,NotWorn,Medium,Full,1,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,32,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,42,Driver,Fatal,Worn,Small,Provisional 2,1,3 Country,3,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Head On,No Control
Driver,Male,43,Driver,NotFatal,Worn,Large,Full,1,3 Country,3,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Head On,No Control
Driver,Male,64,Driver,NotFatal,Worn,Medium,Full,4,3 Country,3,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Head On,No Control
Passenger,Male,57,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,4,3 Country,3,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Head On,No Control
Driver,Female,27,Driver,NotFatal,Unknown,Small,Unlicenced,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,22,Driver,NotFatal,Worn,Small,Provisional 1 ,1,3 Country,3,off-peak,100,T-Junction,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Male,30,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Male,73,Driver,NotFatal,Worn,Medium,Full,1,3 Country,3,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Male,65,Driver,NotFatal,Unknown,Medium,Full,1,3 Country,2,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,26,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,70,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Rider,Male,57,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Male,37,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,2,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Rider,Male,30,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Female,48,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,65,Driver,NotFatal,Worn,Utility,Full,1,3 Country,2,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Male,17,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,1,off-peak,60,Cross Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,Traffic Signals
Driver,Female,55,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Stop Sign
Driver,Female,22,Driver,NotFatal,Worn,Small,Full,1,1 City,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Driver,Male,44,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,2,off-peak,90,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Driver,Female,58,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
Rider,Female,32,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
