"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2018-9695-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Left Turn","002","5108",,
"2018-9695-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9696-15/08/2019","01",0,"SA","Motor Cars - Sedan","2010","South East","Female","029","SA","C ","Full","Not Towing","Right Turn","002","5095",,
"2018-9696-15/08/2019","02",0,"SA","Motor Cars - Sedan","2015","North West","Female","072","SA","C ","Full","Not Towing","Straight Ahead","001","5062",,
"2018-9697-15/08/2019","01",1,"VIC","Motor Vehicle - Type Unknown","1998","North West","Male","069","VIC","HC","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-9697-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9698-15/08/2019","01",0,"SA","BDOUBLE - ROAD TRAIN","1995","North West","Male","041","SA","HC","Unlicenced",,"Straight Ahead","002","5608",,
"2018-9698-15/08/2019","02",0,"SA","Utility","2013","North West","Male","077","SA","C ","Full","Not Towing","Swerving","001","5434",,
"2018-9699-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","South","Female","087","SA","C ","Full","Not Towing","Straight Ahead","001","5020",,
"2018-9699-15/08/2019","02",0,"SA","Station Wagon","2008","South",,,,,,"Unknown","Parked","000",,,
"2018-9700-15/08/2019","01",0,"SA","Utility","2005","North East","Male","057","SA","C R ","Full","Not Towing","Straight Ahead","001","5118",,
"2018-9700-15/08/2019","02",0,"UNKNOWN","Motor Cycle","XXXX","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2018-9701-15/08/2019","01",0,"SA","Motor Cars - Sedan","2010","North West","Female","036","SA","C ","Full","Not Towing","Right Turn","001","5065",,
"2018-9701-15/08/2019","02",0,"SA","Motor Cars - Sedan","2000","North West","Male","029","UNKNOWN","C ","Full","Not Towing","Right Turn","001","5074",,
"2018-9702-15/08/2019","01",0,"VIC","Motor Vehicle - Type Unknown","2002","South West","Male","033","UNKNOWN","C ","Full","Not Towing","Right Turn","001","5048",,
"2018-9702-15/08/2019","02",0,"SA","Station Wagon","2005","South West","Male","050","SA","C ","Full","Not Towing","Straight Ahead","002","5162",,
"2018-9702-15/08/2019","03",0,"SA","SEMI TRAILER","2014","West","Male","050","SA","HC","Full","Trailer","Stopped on Carriageway","001","5062",,
"2018-9703-15/08/2019","01",1,,"Pedal Cycle",,"South","Male","043",,,,,"Straight Ahead","001","XXXX",,
"2018-9703-15/08/2019","02",0,"SA","Station Wagon","2016","South","Male","046","SA","C ","Full","Not Towing","Parked","001","XXXX",,
"2018-9704-15/08/2019","01",1,"SA","Station Wagon","2008","South","Male","048","SA","HC","Full","Not Towing","Stopped on Carriageway","001","5024",,
"2018-9704-15/08/2019","02",0,"VIC","Utility","2011","South","Female","030","UNKNOWN","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-9705-15/08/2019","01",0,"SA","Station Wagon","2009","North West","Female","044","SA","C ","Full","Not Towing","Straight Ahead","001","5154",,
"2018-9705-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9706-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","South West","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5112",,
"2018-9706-15/08/2019","02",2,"SA","Motor Cars - Sedan","2006","South West","Male","019","SA","C ","Learners","Not Towing","Stopped on Carriageway","002","5117",,
"2018-9707-15/08/2019","01",0,"SA","Motor Cars - Sedan","2012","North","Female","020","SA","C ","Full","Not Towing","Right Turn","001","5152",,
"2018-9707-15/08/2019","02",0,"SA","Motor Cars - Sedan","2001","South","Male","XXX","SA","C ","Full","Not Towing","Straight Ahead","001","5165",,
"2018-9708-15/08/2019","01",0,"SA","Motor Cars - Sedan","2003","South","Male","019","SA","C ","Provisional 2","Not Towing","Right Turn","001","5070",,
"2018-9708-15/08/2019","02",0,"SA","Station Wagon","2014","North","Female","035","SA","C ","Full","Not Towing","Straight Ahead","003","5089",,
"2018-9708-15/08/2019","03",0,"SA","Motor Cars - Sedan","2009","East","Female","063","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5073",,
"2018-9709-15/08/2019","01",2,"WA","Motor Cars - Sedan","1996","South East","Male","044","SA","C ","Unlicenced","Not Towing","Straight Ahead","002","5169",,
"2018-9709-15/08/2019","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2018-9710-15/08/2019","01",0,"SA","SEMI TRAILER","2008","South","Male","057","SA","HCR ","Full","Not Towing","Straight Ahead","001","5108",,
"2018-9710-15/08/2019","02",0,"SA","Motor Cars - Sedan","1999","South","Female","022","SA","C ","Full","Not Towing","UnParking - Parallel","001","5164",,
"2018-9710-15/08/2019","03",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2018-9711-15/08/2019","01",0,"SA","Motor Cars - Sedan","2002","East","Male","023","UNKNOWN","C ","Full","Not Towing","Straight Ahead","002","5037",,
"2018-9711-15/08/2019","02",1,"SA","Scooter","2016","East","Male","070","SA","HRR ","Full","Not Towing","Swerving","001","5043",,
"2018-9712-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","South West","Female","049","SA","C ","Full","Not Towing","Straight Ahead","001","5073",,
"2018-9712-15/08/2019","02",0,"SA","Motor Cars - Sedan","2017","South West","Female","073","SA","C ","Full","Not Towing","UnParking - Parallel","001","5072",,
"2018-9713-15/08/2019","01",0,"SA","Motor Cars - Sedan","2014","North West","Female","021","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5125",,
"2018-9713-15/08/2019","02",0,"SA","Motor Cycle","2012","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2018-9714-15/08/2019","01",0,"SA","Station Wagon","2000","South West","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5076",,
"2018-9714-15/08/2019","02",1,"SA","Station Wagon","2015","South West","Female","024","SA","C ","Probationary","Not Towing","Straight Ahead","001","5063",,
"2018-9715-15/08/2019","01",0,"SA","Motor Cars - Sedan","2010","South East","Unknown","XXX","SA","C ","Full","Not Towing","Straight Ahead","001","5087",,
"2018-9715-15/08/2019","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-9716-15/08/2019","01",3,"VIC","Station Wagon","2014","North West","Male","033","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","005","XXXX",,
"2018-9716-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9717-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","North West","Male","066","SA","MRR ","Full","Not Towing","Swerving","001","5085",,
"2018-9717-15/08/2019","02",0,,"Guard Rail",,,,,,,,,,,,,
"2018-9718-15/08/2019","01",1,"SA","Motor Cars - Sedan","2000","South West","Male","020","SA","C ","Provisional 2","Not Towing","Left Turn","001","5556","Y",
"2018-9719-15/08/2019","01",1,"QLD","Station Wagon","2008","South West","Female","026","QLD","C ","Full","Not Towing","Straight Ahead","001","5556","Y",
"2018-9719-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9720-15/08/2019","01",2,"SA","Forward Control Passenger Van","2003","North East","Male","018","SA","C ","Provisional 2","Not Towing","Swerving","002","5095",,
"2018-9720-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9721-15/08/2019","01",0,"SA","Motor Cycle","2009","West","Male","029","SA","C R ","Full","Not Towing","Straight Ahead","001","5044",,
"2018-9721-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9722-15/08/2019","01",0,"SA","Motor Cars - Sedan","2017","South West","Male","025","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5290",,
"2018-9722-15/08/2019","02",1,"SA","Motor Cars - Sedan","2010","South West","Female","087","SA","C ","Full","Not Towing","Straight Ahead","001","5290",,
"2018-9723-15/08/2019","01",0,"SA","Utility","2014","South West","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5067",,
"2018-9723-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9724-15/08/2019","01",0,"SA","Station Wagon","2010","West","Male","053","SA","C ","Full","Not Towing","Right Turn","001","5066",,
"2018-9724-15/08/2019","02",0,"SA","Station Wagon","2016","North West","Male","050","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5064",,
"2018-9724-15/08/2019","03",0,"SA","Station Wagon","2016","North West","Female","059","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5064",,
"2018-9725-15/08/2019","01",0,"VIC","Motor Cars - Sedan","2004","East","Male","019","UNKNOWN","XX","Probationary","Not Towing","Swerving","001","5006",,
"2018-9725-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9726-15/08/2019","01",0,"UNKNOWN","Motor Cars - Sedan","XXXX","East","Female","030","SA","C ","Full","Not Towing","Left Turn","001","5072",,
"2018-9726-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2004","East","Male","057","SA","HCR ","Full","Not Towing","Left Turn","001","5045",,
"2018-9727-15/08/2019","01",0,"SA","Motor Cars - Sedan","2009","North","Male","035","SA","C ","Full","Not Towing","Left Turn","001","5016",,
"2018-9727-15/08/2019","02",0,,"Pedestrian on Road",,"East","Unknown","XXX",,,,,"Crossing without Control",,"XXXX",,
"2018-9728-15/08/2019","01",0,"SA","Panel Van","2016","West","Male","021","SA","C ","Probationary","Not Towing","Stopped on Carriageway","002","5067",,
"2018-9728-15/08/2019","02",0,"SA","Motor Cars - Sedan","2005","West","Male","072","SA","LRR ","Full","Not Towing","Straight Ahead","001","5573",,
"2018-9729-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","West","Female","022","SA","C ","Full","Not Towing","Swerving","001","5046",,
"2018-9729-15/08/2019","02",0,,"Pedestrian on Road",,"North","Unknown","XXX",,,,,"Crossing without Control",,"XXXX",,
"2018-9730-15/08/2019","01",1,"SA","Motor Cars - Sedan","2008","East","Female","071","SA","C ","Full","Not Towing","Straight Ahead","001","5049",,
"2018-9730-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9731-15/08/2019","01",1,"ACT","Motor Cycle","2007","North West","Male","031","SA","C R ","Full","Not Towing","Straight Ahead","001","5076","Y",
"2018-9732-15/08/2019","01",1,"SA","Utility","2012","South West","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5118",,
"2018-9732-15/08/2019","02",0,"SA","Other Defined Special Vehicle","2006","South West","Male","053","SA","HRR ","Full","Not Towing","Straight Ahead","002","5072",,
"2018-9733-15/08/2019","01",0,"SA","Station Wagon","2007","East","Female","036","UNKNOWN","C ","Full","Not Towing","Right Turn","003","5540",,
"2018-9733-15/08/2019","02",1,"SA","Station Wagon","2000","West","Female","036","SA","C ","Provisional 2","Not Towing","Straight Ahead","003","5540",,
"2018-9734-15/08/2019","01",1,"SA","Station Wagon","2018","North","Female","049","SA","C ","Full","Not Towing","Parked","001","XXXX",,
"2018-9734-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9735-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2007","West","Male","051","SA","HC","Full","Not Towing","Straight Ahead","001","5174",,
"2018-9735-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2018-9736-15/08/2019","01",0,"NSW","Motor Vehicle - Type Unknown","XXXX","West","Female","027","O/S","C ","Full","Not Towing","Straight Ahead","001","XXXX","Y",
"2018-9736-15/08/2019","02",0,,"Guard Rail",,,,,,,,,,,,,
"2018-9736-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9737-15/08/2019","01",0,"SA","Motor Cars - Sedan","2000","East","Male","035","SA","C ","Full","Not Towing","Straight Ahead","003","5271",,
"2018-9737-15/08/2019","02",0,"SA","Utility","2006","South","Male","042","SA","C ","Full","Not Towing","Right Turn","001","5064",,
"2018-9738-15/08/2019","01",0,"SA","Motor Cars - Sedan","2010","South West","Female","018","SA","C ","Provisional 1 ","Not Towing","Swerving","001","5011",,
"2018-9738-15/08/2019","02",0,"SA","Motor Cars - Sedan","2016","South West","Male","029","SA","C ","Full","Not Towing","Straight Ahead","003","XXXX",,
"2018-9739-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","South","Female","053","UNKNOWN","C ","Full","Not Towing","Straight Ahead","002","5558",,
"2018-9739-15/08/2019","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2018-9740-15/08/2019","01",0,"SA","Utility","2015","West","Male","020","SA","C ","Full","Not Towing","Straight Ahead","001","5267",,
"2018-9740-15/08/2019","02",0,"SA","Station Wagon","2006","North","Male","056","SA","LR","Full","Not Towing","Leaving Private Driveway","001","5266",,
"2018-9741-15/08/2019","01",0,"SA","Motor Cars - Sedan","1998","North East",,,,,,"Not Towing","Parked","000",,,
"2018-9741-15/08/2019","02",0,"SA","Motor Cars - Sedan","1995","North East","Male","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5115",,
"2018-9742-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","South West","Male","018","SA","C ","Provisional 2","Not Towing","Right Turn","001","5114",,
"2018-9742-15/08/2019","02",1,"SA","Motor Cycle","2006","South West","Male","035","SA","C ","Unlicenced","Not Towing","Overtaking - on Right","001","5113",,
"2018-9743-15/08/2019","01",0,"SA","Station Wagon","2016","South West","Female","060","SA","C ","Full","Not Towing","Straight Ahead","001","5163",,
"2018-9743-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","1995","South West","Male","072","SA","HC","Full","Not Towing","Straight Ahead","001","5161",,
"2018-9744-15/08/2019","01",0,"SA","Station Wagon","2001","South East","Male","057","SA","C ","Full","Not Towing","Right Turn","001","5173",,
"2018-9744-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9745-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","North East","Male","018","SA","C ","Provisional 2","Not Towing","Swerving","001","5136",,
"2018-9745-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9746-15/08/2019","01",2,"SA","Station Wagon","2003","East","Male","076","SA","C ","Full","Caravan","Straight Ahead","002","5173","Y",
"2018-9747-15/08/2019","01",1,"SA","Motor Cycle","2006","North","Male","066","O/S","C R ","Full","Not Towing","Swerving","001","XXXX","Y",
"2018-9748-15/08/2019","01",1,"SA","Motor Cars - Sedan","2003","South","Male","076","SA","C ","Full","Not Towing","Straight Ahead","001","5094",,
"2018-9748-15/08/2019","02",0,"SA","Motor Cars - Sedan","2004","South","Male","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5076",,
"2018-9749-15/08/2019","01",0,"SA","Motor Cars - Sedan","2013","East","Female","082","SA","C ","Full","Not Towing","Left Turn","001","5044",,
"2018-9749-15/08/2019","02",1,,"Pedal Cycle",,"North","Male","028",,,,,"Straight Ahead","001","5031",,
"2018-9750-15/08/2019","01",0,"VIC","Motor Cars - Sedan","XXXX","South West","Female","024","O/S","C ","Full","Not Towing","Left Turn","002","XXXX","Y",
"2018-9750-15/08/2019","02",0,"SA","OMNIBUS","2012","North West","Female","038","SA","MR","Full","Trailer","Straight Ahead","017","5051",,
"2018-9751-15/08/2019","01",0,"SA","Station Wagon","2017","South","Female","068","SA","C ","Full","Not Towing","Straight Ahead","001","5211",,
"2018-9751-15/08/2019","02",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2018-9752-15/08/2019","01",0,"SA","Utility","2002","South East","Male","024","SA","C ","Full","Trailer","Straight Ahead","001","5255",,
"2018-9752-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9753-15/08/2019","01",0,"SA","Utility","2014","West","Male","030","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5041",,
"2018-9753-15/08/2019","02",0,"UNKNOWN","OMNIBUS","XXXX","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9754-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","North West","Male","053","SA","HR","Full","Not Towing","Straight Ahead","001","5159",,
"2018-9754-15/08/2019","02",0,"SA","Motor Cars - Sedan","1997","North East","Female","030","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2018-9755-15/08/2019","01",0,"SA","Motor Cars - Sedan","1994","South East","Female","023","O/S","XX","Full","Not Towing","Leaving Private Driveway","001","5304",,
"2018-9755-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9756-15/08/2019","01",0,"SA","Station Wagon","2009","South East","Female","030","SA","C ","Full","Not Towing","Left Turn","002","5074",,
"2018-9756-15/08/2019","02",0,,"Pedestrian on Road",,"North East","Male","XXX",,,,,"Crossing without Control",,"XXXX",,
"2018-9757-15/08/2019","01",0,"SA","Motor Cars - Sedan","2002","South West","Male","022","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5033",,
"2018-9757-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9757-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9757-15/08/2019","04",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9758-15/08/2019","01",0,"SA","Station Wagon","2010","North West","Female","063","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5127",,
"2018-9758-15/08/2019","02",0,"SA","Motor Cars - Sedan","2000","North West","Male","054","SA","C ","Full","Not Towing","Straight Ahead","001","5074",,
"2018-9759-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","South East","Male","045","SA","C ","Full","Not Towing","Straight Ahead","001","5112",,
"2018-9759-15/08/2019","02",0,"SA","SEMI TRAILER","2003","South East","Male","063","SA","MCR ","Full","Trailer","Straight Ahead","001","5113",,
"2018-9760-15/08/2019","01",0,"SA","SEMI TRAILER","2010","South West","Male","041","SA","HCR ","Full","Trailer","Straight Ahead","001","5127",,
"2018-9760-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2011","South West","Male","052","SA","MCR ","Full","Trailer","Straight Ahead","001","5051",,
"2018-9761-15/08/2019","01",0,"SA","Utility","1999","North West","Male","022","SA","C RD","Full","Not Towing","Straight Ahead","001","5125",,
