"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2018-9599-15/08/2019","01",2,"SA","Motor Cars - Sedan","2013","South","Female","016","SA","C ","Learners","Not Towing","Straight Ahead","002","5064",,
"2018-9599-15/08/2019","02",1,"SA","Motor Cars - Sedan","2004","West","Male","046","SA","C ","Full","Not Towing","Straight Ahead","001","5253",,
"2018-9600-15/08/2019","01",1,"SA","RIGID TRUCK LGE GE 4.5T","2017","South","Male","041","SA","MRR ","Probationary","Not Towing","Straight Ahead","001","5107",,
"2018-9600-15/08/2019","02",1,"SA","Motor Cars - Sedan","2014","South","Female","031","SA","C ","Full","Not Towing","Right Turn","002","5023",,
"2018-9601-15/08/2019","01",0,"SA","Utility","2007","North","Female","039","SA","C ","Full","Not Towing","Straight Ahead","002","5163",,
"2018-9601-15/08/2019","02",0,"SA","Utility","1990","East","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5171",,
"2018-9602-15/08/2019","01",1,"SA","Motor Cars - Sedan","2007","North","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5086",,
"2018-9602-15/08/2019","02",0,"SA","Motor Cars - Sedan","2012","South","Male","043","SA","C ","Full","Not Towing","Right Turn","002","5086",,
"2018-9603-15/08/2019","01",0,"SA","Motor Cars - Sedan","2009","West","Female","059","SA","C ","Full","Not Towing","Swerving","002","5024",,
"2018-9603-15/08/2019","02",0,"SA","Motor Cars - Sedan","2008","West","Female","066","SA","C ","Full","Not Towing","Straight Ahead","001","5083",,
"2018-9604-15/08/2019","01",0,"SA","Motor Cars - Sedan","2006","North East","Female","052","SA","C ","Full","Not Towing","Right Turn","001","5050",,
"2018-9604-15/08/2019","02",0,"SA","Motor Cars - Sedan","1999","South East","Female","035","SA","C ","Learners","Not Towing","Straight Ahead","004","5042",,
"2018-9605-15/08/2019","01",2,"SA","Station Wagon","1994","South","Male","028","SA","C ","Unlicenced","Not Towing","Straight Ahead","002","5680","Y",
"2018-9605-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9606-15/08/2019","01",0,"SA","Utility","2013","South East","Male","030","SA","MC","Full","Not Towing","Straight Ahead","002","5070",,
"2018-9606-15/08/2019","02",0,"SA","Motor Cars - Sedan","2015","South East","Female","075","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5214",,
"2018-9606-15/08/2019","03",0,"SA","Station Wagon","2011","South East","Female","040","SA","C ","Full","Not Towing","Stopped on Carriageway","004","5259",,
"2018-9607-15/08/2019","01",0,"SA","Station Wagon","2016","South West","Male","044","SA","C ","Full","Not Towing","Straight Ahead","001","5063",,
"2018-9607-15/08/2019","02",0,"SA","Motor Cars - Sedan","2011","South West","Male","058","SA","HR","Full","Not Towing","Right Turn","002","5014",,
"2018-9607-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9608-15/08/2019","01",1,,"Pedal Cycle",,"East","Male","023",,,,,"Straight Ahead","001","5025",,
"2018-9608-15/08/2019","02",0,"UNKNOWN","Motor Cars - Sedan","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2018-9609-15/08/2019","01",0,"SA","Motor Cycle","1973","South","Male","016","SA","C RD","Learners","Not Towing","Right Turn","001","5097",,
"2018-9609-15/08/2019","02",0,"SA","Utility","1998","West","Male","047","SA","C ","Full","Not Towing","Right Turn","001","5023",,
"2018-9610-15/08/2019","01",0,"SA","Station Wagon","2014","North East","Male","031","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5086",,
"2018-9610-15/08/2019","02",0,"SA","Motor Cars - Sedan","1998","North East","Male","021","SA","MR","Probationary","Not Towing","Straight Ahead","001","5086",,
"2018-9611-15/08/2019","01",1,"SA","Motor Cars - Sedan","2001","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Left Turn","002","5108",,
"2018-9611-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9612-15/08/2019","01",0,"SA","Utility","2010","South East","Male","029","SA","HR","Full","Not Towing","Straight Ahead","002","5373",,
"2018-9612-15/08/2019","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-9613-15/08/2019","01",1,"SA","Utility","1989","North","Female","056","SA","C ","Full","Not Towing","Straight Ahead","001","5522","Y",
"2018-9613-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9613-15/08/2019","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9614-15/08/2019","01",1,"SA","Utility","2003","South West","Male","062","SA","MR","Full","Caravan","Straight Ahead","001","5330",,
"2018-9614-15/08/2019","02",2,"SA","Motor Cars - Sedan","2011","East","Female","030","SA","C ","Full","Not Towing","Straight Ahead","003","5304",,
"2018-9615-15/08/2019","01",0,"SA","Motor Cars - Sedan","2004","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX","Y",
"2018-9616-15/08/2019","01",2,"SA","Station Wagon","2016","South","Female","047","SA","C ","Full","Not Towing","Right Turn","002","5162",,
"2018-9616-15/08/2019","02",0,"SA","Motor Cars - Sedan","2018","North","Male","035","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-9617-15/08/2019","01",0,"SA","Motor Cars - Sedan","2006","South East","Female","046","SA","C ","Full","Not Towing","Straight Ahead","001","5171",,
"2018-9617-15/08/2019","02",0,"SA","Motor Cars - Sedan","2017","West","Male","056","SA","C ","Full","Not Towing","Right Turn","004","5023",,
"2018-9618-15/08/2019","01",0,"SA","Station Wagon","2016","West","Female","021","SA","C ","Full","Not Towing","Straight Ahead","001","5044",,
"2018-9618-15/08/2019","02",0,"SA","Motor Cars - Sedan","2000","South","Female","025","O/S","C ","Full","Not Towing","Right Turn","002","5045",,
"2018-9619-15/08/2019","01",0,"SA","Motor Cars - Sedan","1999","North East","Male","026","SA","MR","Provisional 2","Not Towing","Straight Ahead","001","5116",,
"2018-9619-15/08/2019","02",0,"SA","Motor Cars - Sedan","2010","North East","Female","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5095",,
"2018-9620-15/08/2019","01",0,"SA","Taxi Cab","2016","South West","Male","044","SA","HR","Full","Not Towing","Straight Ahead","002","5009",,
"2018-9620-15/08/2019","02",0,"SA","Motor Cars - Sedan","2000","South West","Male","039","SA","C ","Full","Not Towing","Straight Ahead","001","5033",,
"2018-9621-15/08/2019","01",0,"SA","Motor Cars - Sedan","2006","South East","Female","046","SA","C ","Full","Not Towing","Straight Ahead","001","5021",,
"2018-9621-15/08/2019","02",1,"SA","Station Wagon","2000","South","Female","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5126",,
"2018-9622-15/08/2019","01",0,"SA","Station Wagon","2012","North","Male","033","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5051",,
"2018-9622-15/08/2019","02",0,"SA","Motor Cars - Sedan","XXXX","North","Male","033","SA","C ","Full","Not Towing","Straight Ahead","002","5023",,
"2018-9623-15/08/2019","01",1,"SA","Utility","2017","North East","Male","057","SA","C ","Full","Not Towing","Swerving","001","5075",,
"2018-9623-15/08/2019","02",0,"SA","OMNIBUS","2005","North East","Male","059","SA","HRR ","Full","Not Towing","Straight Ahead","090","5169",,
"2018-9624-15/08/2019","01",0,"SA","Station Wagon","2007","East","Male","033","SA","C ","Full","Not Towing","Straight Ahead","002","5041",,
"2018-9624-15/08/2019","02",0,"SA","Motor Cars - Sedan","2005","South","Female","089","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5067",,
"2018-9625-15/08/2019","01",0,"SA","Motor Cycle","2012","West","Male","036","SA","MRR ","Full","Not Towing","Straight Ahead","001","5037","Y",
"2018-9626-15/08/2019","01",0,"SA","Motor Cars - Sedan","2002","South West","Male","021","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5081",,
"2018-9626-15/08/2019","02",1,"SA","Station Wagon","2017","South West","Female","065","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5070",,
"2018-9626-15/08/2019","03",2,"SA","Station Wagon","2010","South West","Male","067","SA","HCR ","Full","Not Towing","Stopped on Carriageway","002","5070",,
"2018-9627-15/08/2019","01",0,"SA","Motor Cars - Sedan","2013","North East","Male","039","SA","C ","Full","Not Towing","U Turn","002","5038",,
"2018-9627-15/08/2019","02",0,"SA","Station Wagon","2003","North East","Male","068","SA","C R ","Full","Not Towing","Straight Ahead","001","5211",,
"2018-9628-15/08/2019","01",0,"SA","Station Wagon","2011","South",,,,,,"Not Towing","Parked","000",,,
"2018-9628-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9629-15/08/2019","01",0,"NT","Motor Cars - Sedan","2007","East","Male","026","NT","C ","Full","Not Towing","Right Turn","001","5013",,
"2018-9629-15/08/2019","02",1,,"Pedal Cycle",,"East","Male","054",,,,,"Right Turn","001","5013",,
"2018-9630-15/08/2019","01",2,"SA","Utility","2007","North East","Male","028","SA","C ","Full","Not Towing","Straight Ahead","002","5264","Y",
"2018-9631-15/08/2019","01",1,"SA","Motor Cars - Sedan","1999","East","Male","048","NSW","C ","Full","Not Towing","Straight Ahead","001","5121","Y",
"2018-9631-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9632-15/08/2019","01",0,"SA","Motor Cars - Sedan","1998","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2018-9632-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9633-15/08/2019","01",0,"SA","Station Wagon","2013","South East","Male","081","SA","C ","Full","Not Towing","Reversing","002","5008",,
"2018-9633-15/08/2019","02",1,,"Pedestrian on Road",,"South East","Female","075",,,,,"Pushing or Working on Vehicle",,"5007",,
"2018-9634-15/08/2019","01",0,"SA","Motor Cars - Sedan","2000","North East","Male","XXX","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5173",,
"2018-9634-15/08/2019","02",1,"SA","Motor Cars - Tourer","2001","North East","Male","XXX","SA","C ","Full","Not Towing","Straight Ahead","001","5153",,
"2018-9635-15/08/2019","01",0,"SA","Utility","1994","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2018-9635-15/08/2019","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-9636-15/08/2019","01",2,"SA","Motor Cars - Sedan","1995","North West","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5044",,
"2018-9636-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9637-15/08/2019","01",1,"SA","Motor Cycle","2006","South West","Male","023","SA","C RD","Learners","Not Towing","Overtaking - on Right","001","5090","Y",
"2018-9637-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9638-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","North","Female","072","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-9638-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North",,,,,,"Unknown","Parked","000",,,
"2018-9638-15/08/2019","03",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North",,,,,,"Unknown","Parked","000",,,
"2018-9638-15/08/2019","04",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-9639-15/08/2019","01",0,"SA","Motor Cars - Sedan","2017","South East","Female","030","SA","C ","Full","Not Towing","Straight Ahead","001","5110",,
"2018-9639-15/08/2019","02",0,"SA","Utility","1974","South East",,,,,,"Unknown","Parked","000",,,
"2018-9640-15/08/2019","01",0,"SA","Motor Cars - Sedan","2014","South West","Male","033","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5253",,
"2018-9640-15/08/2019","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-9641-15/08/2019","01",0,,"Pedestrian on Road",,"South","Male","058",,,,,"Within 30m of Pedestrian Crossing",,"5013",,
"2018-9641-15/08/2019","02",0,"UNKNOWN","Motor Cars - Sedan","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9642-15/08/2019","01",0,"SA","Motor Cars - Sedan","2013","West","Female","023","SA","C ","Full","Not Towing","Straight Ahead","001","5125",,
"2018-9642-15/08/2019","02",0,"SA","Motor Cars - Sedan","2002","West","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2018-9643-15/08/2019","01",0,"SA","Utility","2004","North East","Male","022","SA","HC","Full","Not Towing","Swerving","001","5633",,
"2018-9643-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9644-15/08/2019","01",0,"SA","Motor Cars - Sedan","2012","East",,,,,,"Not Towing","Parked","000",,,
"2018-9644-15/08/2019","02",0,"SA","Utility","1999","East","Male","042","SA","C ","Full","Not Towing","Straight Ahead","001","5097",,
"2018-9645-15/08/2019","01",0,"SA","Motor Cars - Sedan","1998","South West","Female","031","SA","C ","Provisional 2","Not Towing","Entering Private Driveway","001","5043",,
"2018-9645-15/08/2019","02",0,"SA","OMNIBUS","2006","South West","Male","032","SA","HR","Full","Not Towing","Straight Ahead","030","5009",,
"2018-9646-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","West","Female","030","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5108",,
"2018-9646-15/08/2019","02",0,"NSW","Motor Vehicle - Type Unknown","XXXX","North","Female","042","SA","C ","Full","Not Towing","Straight Ahead","002","5161",,
"2018-9647-15/08/2019","01",0,,"Pedal Cycle",,"West","Male","047",,,,,"Right Turn","001","5072",,
"2018-9647-15/08/2019","02",0,"SA","Motor Cars - Sedan","2015","North","Female","068","SA","C ","Full","Not Towing","Straight Ahead","001","5066",,
"2018-9648-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","North East","Male","017","SA","C ","Provisional 1 ","Not Towing","Swerving","003","5582",,
"2018-9648-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9649-15/08/2019","01",0,"SA","Station Wagon","2018","South",,,,,,"Not Towing","Parked","000",,,
"2018-9649-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","1997","South","Male","XXX","SA","HC","Provisional 1 ","Not Towing","Straight Ahead","001","5039",,
"2018-9650-15/08/2019","01",0,"SA","Motor Cars - Sedan","2007","North","Male","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5169",,
"2018-9650-15/08/2019","02",0,"SA","Motor Cars - Sedan","2015","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9651-15/08/2019","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2002","West","Male","041","SA","HR","Full","Not Towing","Left Turn","001","5011",,
"2018-9651-15/08/2019","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-9652-15/08/2019","01",0,"SA","Motor Cars - Sedan","2008","West","Female","066","SA","C ","Full","Not Towing","Swerving","003","5245",,
"2018-9652-15/08/2019","02",1,"SA","Motor Cars - Sedan","2015","West","Female","065","SA","C ","Full","Not Towing","Straight Ahead","001","5154",,
"2018-9653-15/08/2019","01",0,"SA","Station Wagon","2012","South West","Male","043","SA","HCR ","Full","Not Towing","Straight Ahead","001","5556",,
"2018-9653-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9653-15/08/2019","03",0,,"Tree",,,,,,,,,,,,,
"2018-9654-15/08/2019","01",0,"SA","Motor Cars - Sedan","2001","South East","Male","081","SA","C R ","Full","Not Towing","Leaving Private Driveway","001","5540",,
"2018-9654-15/08/2019","02",0,"SA","OMNIBUS","1996","South West","Male","062","SA","HR","Full","Not Towing","Straight Ahead","001","5540",,
"2018-9655-15/08/2019","01",0,"SA","Station Wagon","2015","West","Female","033","SA","C ","Full","Not Towing","Straight Ahead","002","5000",,
"2018-9655-15/08/2019","02",0,"SA","Motor Cars - Sedan","2000","South","Female","067","SA","C ","Full","Not Towing","Straight Ahead","001","5064",,
"2018-9656-15/08/2019","01",1,"SA","Motor Cars - Sedan","2015","North","Female","051","SA","C ","Full","Not Towing","Right Turn","001","5047",,
"2018-9656-15/08/2019","02",0,"SA","Light Truck LT 4.5T","2013","East","Male","028","SA","MR","Full","Trailer","Straight Ahead","001","5159",,
"2018-9657-15/08/2019","01",0,"SA","Motor Cars - Sedan","2010","South","Male","071","SA","C ","Full","Not Towing","Left Turn","001","5066",,
"2018-9657-15/08/2019","02",1,"SA","Forward Control Passenger Van","2006","North","Female","045","SA","C ","Full","Not Towing","Right Turn","001","5082",,
"2018-9658-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","South West","Female","025","SA","C ","Full","Not Towing","Straight Ahead","002","5093","Y",
"2018-9658-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9659-15/08/2019","01",1,"SA","Motor Cars - Sedan","2004","South East","Female","068","SA","C ","Full","Not Towing","Straight Ahead","001","5162",,
"2018-9659-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9660-15/08/2019","01",0,"SA","Utility","2011","North West","Male","032","SA","C ","Full","Not Towing","U Turn","001","5114",,
"2018-9660-15/08/2019","02",0,"SA","Motor Cars - Sedan","2010","North West","Female","048","SA","C ","Full","Not Towing","Straight Ahead","001","5125",,
"2018-9661-15/08/2019","01",0,"SA","Motor Cars - Sedan","1998","West","Female","017","SA","C ","Provisional 1 ","Not Towing","Right Turn","002","5540",,
"2018-9661-15/08/2019","02",0,"SA","Motor Cars - Sedan","2008","South West","Female","037","SA","C ","Full","Not Towing","Straight Ahead","002","5540",,
"2018-9662-15/08/2019","01",1,"SA","Motor Cycle","2016","North West","Male","053","SA","HRR ","Full","Not Towing","Straight Ahead","001","5108",,
"2018-9662-15/08/2019","02",0,"SA","Motor Cars - Sedan","2017","North West","Female","026","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5112",,
"2018-9663-15/08/2019","01",0,"SA","Motor Cars - Sedan","1990","North West",,,,,,"Not Towing","Parked","000",,,
"2018-9663-15/08/2019","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9664-15/08/2019","01",0,"SA","Motor Cars - Sedan","2012","South","Female","061","SA","C ","Full","Not Towing","Straight Ahead","001","5037",,
"2018-9664-15/08/2019","02",0,"SA","Motor Cars - Sedan","1999","South","Female","028","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5038",,
"2018-9664-15/08/2019","03",0,"SA","Motor Cars - Sedan","2005","South","Male","035","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5044",,
"2018-9664-15/08/2019","04",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9665-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","South East","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5008",,
"2018-9665-15/08/2019","02",0,"SA","Station Wagon","1982","South East","Male","044","UNKNOWN","C ","Full","Not Towing","Straight Ahead","001","5019",,
"2018-9666-15/08/2019","01",0,"SA","Motor Cars - Sedan","2006","South","Female","077","SA","C ","Full","Not Towing","Straight Ahead","001","5047",,
"2018-9666-15/08/2019","02",0,"SA","Motor Cars - Sedan","2013","South","Female","056","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5046",,
"2018-9666-15/08/2019","03",0,"SA","Motor Cars - Sedan","2004","South","Female","032","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5161",,
"2018-9667-15/08/2019","01",0,"SA","Utility","2018","North East","Male","044","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2018-9667-15/08/2019","02",0,"SA","Utility","2004","North East","Male","053","SA","C ","Full","Not Towing","Straight Ahead","001","5110",,
"2018-9668-15/08/2019","01",0,"SA","Station Wagon","2013","North","Male","035","UNKNOWN","C ","Full","Not Towing","Stopped on Carriageway","001","5085",,
"2018-9668-15/08/2019","02",0,"SA","Motor Cars - Sedan","2002","North","Male","021","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5125",,
"2018-9669-15/08/2019","01",1,,"Pedal Cycle",,"North","Male","030",,,,,"Straight Ahead","001","5062",,
"2018-9669-15/08/2019","02",0,"SA","Motor Cars - Sedan","2008","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2018-9670-15/08/2019","01",0,"SA","Utility","2003","South West","Male","029","SA","C ","Full","Not Towing","U Turn","001","5114",,
"2018-9670-15/08/2019","02",1,"SA","Motor Cycle","2015","South West","Male","021","SA","C RD","Learners","Not Towing","Straight Ahead","001","5023",,
"2018-9671-15/08/2019","01",0,"SA","Motor Cars - Sedan","2015","North West","Female","040","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5095",,
"2018-9671-15/08/2019","02",0,"SA","Motor Cars - Sedan","1998","North West","Female","049","SA","HC","Full","Not Towing","Straight Ahead","001","5109",,
"2018-9671-15/08/2019","03",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2018-9672-15/08/2019","01",0,"SA","Motor Cars - Sedan","2003","North East","Female","039","UNKNOWN","XX","Unknown","Not Towing","Right Turn","004","5007",,
"2018-9672-15/08/2019","02",0,"SA","Motor Cars - Sedan","2010","South West","Male","020","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5112",,
"2018-9673-15/08/2019","01",0,"WA","Motor Cars - Sedan","XXXX","East","Female","042","SA","HRR ","Full","Not Towing","Straight Ahead","001","5501",,
"2018-9673-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9674-15/08/2019","01",1,"SA","Station Wagon","2005","East","Female","059","SA","MR","Full","Not Towing","Straight Ahead","003","5333","Y",
"2018-9674-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9675-15/08/2019","01",0,"SA","SEMI TRAILER","2006","North West","Male","046","SA","HCR ","Full","Trailer","Right Turn","001","5356","Y",
"2018-9676-15/08/2019","01",0,"SA","Motor Cars - Sedan","2016","East","Female","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5043",,
"2018-9676-15/08/2019","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-9677-15/08/2019","01",0,"SA","Motor Cars - Sedan","2015","West","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5070",,
"2018-9677-15/08/2019","02",0,,"Tree",,,,,,,,,,,,,
"2018-9678-15/08/2019","01",0,"SA","Motor Cars - Sedan","2005","North East","Female","022","SA","C ","Full","Not Towing","Leaving Private Driveway","002","5600",,
"2018-9678-15/08/2019","02",1,"SA","Motor Cars - Sedan","1998","North West","Female","052","SA","C RD","Full","Not Towing","Straight Ahead","001","5600",,
"2018-9679-15/08/2019","01",0,"SA","Station Wagon","2015","North East","Female","036","SA","C ","Full","Not Towing","Straight Ahead","001","5168",,
"2018-9679-15/08/2019","02",0,"WA","RIGID TRUCK LGE GE 4.5T","2013","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Trailer","Straight Ahead","001","XXXX",,
"2018-9680-15/08/2019","01",0,"SA","Station Wagon","2013","North East","Female","044","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2018-9680-15/08/2019","02",0,,"Pedal Cycle",,"North West","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2018-9681-15/08/2019","01",1,"SA","Motor Cars - Sedan","2014","West","Female","075","SA","C ","Full","Not Towing","Right Turn","001","5047",,
"2018-9681-15/08/2019","02",0,,"Traffic Signal Pole",,,,,,,,,,,,,
"2018-9682-15/08/2019","01",1,"SA","Motor Cars - Sedan","2014","North East","Female","084","SA","C ","Full","Not Towing","Straight Ahead","001","5118",,
"2018-9682-15/08/2019","02",2,"SA","Motor Cars - Sedan","2003","North West","Male","017","SA","C ","Provisional 1 ","Not Towing","Right Turn","003","5351",,
"2018-9682-15/08/2019","03",1,"SA","Motor Cars - Sedan","2011","South East","Female","037","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5118",,
"2018-9683-15/08/2019","01",1,"SA","Station Wagon","2014","North East","Female","028","SA","C ","Full","Not Towing","Straight Ahead","004","5075",,
"2018-9683-15/08/2019","02",0,"SA","Motor Cars - Sedan","2003","North East","Male","036","SA","C ","Full","Not Towing","Straight Ahead","001","5049",,
"2018-9684-15/08/2019","01",1,"SA","Motor Cars - Sedan","2009","West","Female","026","SA","C ","Provisional 2","Not Towing","Right Turn","001","5107",,
"2018-9684-15/08/2019","02",1,"SA","OMNIBUS","2016","East","Male","053","SA","HC","Full","Not Towing","Straight Ahead","001","5172",,
"2018-9685-15/08/2019","01",0,"SA","Station Wagon","2007","South West","Male","048","SA","C R ","Full","Not Towing","Straight Ahead","001","5097",,
"2018-9685-15/08/2019","02",0,"SA","Motor Cars - Sedan","2006","South West","Female","065","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5125",,
"2018-9686-15/08/2019","01",1,"SA","Motor Cars - Sedan","2006","North","Male","053","SA","C ","Full","Not Towing","Straight Ahead","003","5086",,
"2018-9686-15/08/2019","02",0,"SA","Station Wagon","2006","East","Female","020","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","003","5095",,
"2018-9687-15/08/2019","01",1,"SA","Panel Van","2011","North East","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5089",,
"2018-9687-15/08/2019","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-9688-15/08/2019","01",1,"SA","Motor Cars - Sedan","2000","North West","Female","050","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5082",,
"2018-9688-15/08/2019","02",0,"SA","Station Wagon","2007","North West","Male","060","SA","C ","Full","Not Towing","Straight Ahead","001","5008",,
"2018-9689-15/08/2019","01",0,"SA","Utility","2013","North West","Female","051","SA","C ","Full","Trailer","Straight Ahead","001","5093",,
"2018-9689-15/08/2019","02",0,"SA","Station Wagon","2013","North West","Female","028","SA","C ","Full","Not Towing","Straight Ahead","001","5093",,
"2018-9690-15/08/2019","01",0,"SA","Motor Cars - Sedan","2011","North","Male","029","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","003","5038",,
"2018-9690-15/08/2019","02",0,"SA","Motor Cars - Sedan","2007","North","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5043",,
"2018-9691-15/08/2019","01",1,,"Pedal Cycle",,"East","Male","078",,,,,"Straight Ahead","001","5032","Y",
"2018-9692-15/08/2019","01",0,"SA","Motor Cars - Sedan","2002","North East","Female","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5087",,
"2018-9692-15/08/2019","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-9693-15/08/2019","01",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-9693-15/08/2019","02",0,"SA","Motor Cars - Sedan","2013","North","Female","034","SA","C ","Full","Not Towing","Straight Ahead","001","5050",,
"2018-9693-15/08/2019","03",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2018-9694-15/08/2019","01",0,"SA","Motor Cars - Sedan","1992","South East","Male","026","SA","HR","Full","Not Towing","Leaving Private Driveway","001","5158",,
"2018-9694-15/08/2019","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2018","North East","Male","050","SA","HC","Full","Not Towing","Straight Ahead","001","5127",,
