REPORT_ID,UND_UNIT_NUMBER,CASUALTY_NUMBER,cas_type,cas_gender,cas_age,cas_pos_in_veh,thrown_out,fatality,seat_belt,unit_type,lic_type,unit_movement,n_occupants,stat_area,total_units,cas_total,day,time,area_speed,acc_pos,hor_align,ver_align,moist_cond,wea_cond,dayNight,crash_type,traf_ctrls
2017-7590-15/08/2019,1,1,Driver,Male,17.0,Driver,Thrown Out,NotFatal,Unknown,Small,Provisional 1 ,Straight Ahead,1.0,3 Country,1,1,Friday,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Roll Over,No Control
2017-7591-15/08/2019,1,1,Driver,Female,38.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-7596-15/08/2019,1,1,Driver,Female,35.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-7598-15/08/2019,2,1,Driver,Female,41.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Saturday,off-peak,80,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2017-7602-15/08/2019,1,1,Rider,Male,40.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,Roundabout
2017-7603-15/08/2019,1,1,Driver,Female,17.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 1 ,Right Turn,1.0,2 Metropolitan,2,1,Saturday,off-peak,60,T-Junction,Straight road,Level,Wet,Raining,Daylight,Right Angle,Give Way Sign
2017-7604-15/08/2019,1,1,Driver,Male,50.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,3 Country,2,1,Saturday,off-peak,90,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-7605-15/08/2019,1,1,Driver,Female,79.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,3 Country,1,2,Saturday,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-7605-15/08/2019,1,2,Passenger,Male,10.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,3 Country,1,2,Saturday,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-7612-15/08/2019,1,1,Passenger,Male,40.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,3 Country,2,1,Saturday,peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Wet,Raining,Daylight,Hit Fixed Object,No Control
2017-7613-15/08/2019,1,1,Rider,Male,16.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Swerving,1.0,2 Metropolitan,1,1,Saturday,peak,50,Not Divided,Straight road,Level,Wet,Not Raining,Daylight,Roll Over,No Control
2017-7614-15/08/2019,1,1,Driver,Male,46.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,50,T-Junction,Straight road,Slope,Wet,Raining,Night,Hit Parked Vehicle,No Control
2017-7615-15/08/2019,2,1,Driver,Female,43.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,8.0,2 Metropolitan,2,7,Saturday,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Angle,Traffic Signals
2017-7615-15/08/2019,2,2,Passenger,Female,8.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,8.0,2 Metropolitan,2,7,Saturday,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Angle,Traffic Signals
2017-7615-15/08/2019,2,3,Passenger,Male,6.0,Other,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,8.0,2 Metropolitan,2,7,Saturday,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Angle,Traffic Signals
2017-7615-15/08/2019,2,4,Passenger,Female,11.0,Front Seat Middle Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,8.0,2 Metropolitan,2,7,Saturday,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Angle,Traffic Signals
2017-7615-15/08/2019,2,5,Passenger,Female,48.0,Rear Seat Middle Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,8.0,2 Metropolitan,2,7,Saturday,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Angle,Traffic Signals
2017-7615-15/08/2019,2,6,Passenger,Female,42.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,8.0,2 Metropolitan,2,7,Saturday,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Angle,Traffic Signals
2017-7615-15/08/2019,2,7,Passenger,Female,58.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,8.0,2 Metropolitan,2,7,Saturday,off-peak,60,Cross Road,Straight road,Level,Wet,Raining,Night,Right Angle,Traffic Signals
2017-7616-15/08/2019,1,1,Driver,Male,30.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,80,Divided Road,Straight road,Level,Wet,Raining,Night,Hit Fixed Object,No Control
2017-7617-15/08/2019,1,1,Driver,Male,33.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Full,Straight Ahead,1.0,2 Metropolitan,6,1,Saturday,off-peak,50,Not Divided,"CURVED, VIEW OPEN",Level,Wet,Raining,Night,Hit Parked Vehicle,No Control
2017-7619-15/08/2019,1,1,Driver,Male,42.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Full,Straight Ahead,3.0,2 Metropolitan,2,3,Sunday,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2017-7619-15/08/2019,1,2,Passenger,Male,15.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,3.0,2 Metropolitan,2,3,Sunday,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2017-7619-15/08/2019,1,3,Passenger,Female,16.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,3.0,2 Metropolitan,2,3,Sunday,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2017-7621-15/08/2019,1,1,Rider,Male,24.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,peak,80,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Hit Object on Road,No Control
2017-7623-15/08/2019,1,1,Pedestrian,Female,73.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing without Control,1.0,2 Metropolitan,2,1,Saturday,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2017-7626-15/08/2019,2,1,Driver,Male,26.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,3 Country,2,1,Sunday,off-peak,90,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
2017-7628-15/08/2019,1,1,Rider,Male,25.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,1,1,Sunday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Other,Traffic Signals
2017-7631-15/08/2019,1,1,Driver,Male,33.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Sunday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-7632-15/08/2019,1,1,Driver,Male,72.0,Driver,Not Thrown Out,NotFatal,Worn,MCycling,Full,Straight Ahead,2.0,3 Country,2,2,Sunday,off-peak,110,Not Divided,"CURVED, VIEW OBSCURED",Level,Wet,Not Raining,Daylight,Hit Fixed Object,No Control
2017-7632-15/08/2019,1,2,Passenger,Female,74.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,2.0,3 Country,2,2,Sunday,off-peak,110,Not Divided,"CURVED, VIEW OBSCURED",Level,Wet,Not Raining,Daylight,Hit Fixed Object,No Control
2017-7643-15/08/2019,2,1,Driver,Male,32.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Cross Road,"CURVED, VIEW OPEN",Level,Wet,Raining,Night,Rear End,Traffic Signals
2017-7646-15/08/2019,1,1,Driver,Female,56.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Unknown,Stopped on Carriageway,1.0,3 Country,2,1,Friday,off-peak,80,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-7649-15/08/2019,2,1,Driver,Female,50.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Monday,peak,60,Not Divided,Straight road,Level,Wet,Raining,Daylight,Rear End,No Control
2017-7654-15/08/2019,1,1,Driver,Male,48.0,Driver,Not Thrown Out,NotFatal,NotWorn,Other Defined Special Vehicle,Full,Entering Private Driveway,1.0,3 Country,1,1,Monday,peak,100,Not Divided,Straight road,Slope,Wet,Not Raining,Daylight,Roll Over,No Control
2017-7657-15/08/2019,2,1,Driver,Male,47.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Divided Road,Straight road,Level,Wet,Raining,Daylight,Right Angle,No Control
2017-7663-15/08/2019,1,1,Rider,Male,23.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Swerving,1.0,2 Metropolitan,1,1,Monday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-7664-15/08/2019,1,1,Passenger,Female,56.0,Front Seat Left Passenger,Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Sunday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-7667-15/08/2019,1,1,Driver,Female,34.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,4,1,Monday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Stop Sign
2017-7668-15/08/2019,2,1,Rider,Male,67.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Not Divided,Straight road,Level,Wet,Not Raining,Daylight,Side Swipe,No Control
2017-7670-15/08/2019,2,1,Driver,Female,51.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Rear End,Traffic Signals
2017-7671-15/08/2019,1,1,Driver,Male,41.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,3 Country,1,2,Monday,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-7671-15/08/2019,1,2,Passenger,Male,25.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,3 Country,1,2,Monday,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-7673-15/08/2019,2,1,Driver,Female,61.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Monday,off-peak,60,T-Junction,Straight road,Slope,Wet,Raining,Daylight,Rear End,No Control
2017-7675-15/08/2019,2,1,Rider,Male,44.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Divided Road,Straight road,Level,Wet,Not Raining,Night,Hit Parked Vehicle,No Control
2017-7677-15/08/2019,1,1,Driver,Male,55.0,Driver,Not Thrown Out,NotFatal,Worn,Large,Full,Swerving,1.0,3 Country,2,1,Monday,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2017-7679-15/08/2019,1,1,Passenger,Male,19.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,3.0,2 Metropolitan,2,4,Monday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2017-7679-15/08/2019,1,2,Passenger,Female,20.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,3.0,2 Metropolitan,2,4,Monday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2017-7679-15/08/2019,2,1,Passenger,Female,1.0,Rear Seat Middle Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Right Turn,3.0,2 Metropolitan,2,4,Monday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2017-7679-15/08/2019,2,2,Passenger,Female,14.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Right Turn,3.0,2 Metropolitan,2,4,Monday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2017-7684-15/08/2019,2,1,Driver,Female,53.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,3,1,Monday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Give Way Sign
2017-7688-15/08/2019,2,1,Driver,Female,43.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-7689-15/08/2019,1,1,Driver,Female,50.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Monday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-7693-15/08/2019,1,1,Driver,Female,31.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Tuesday,off-peak,70,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-7694-15/08/2019,2,1,Driver,Female,17.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 1 ,Right Turn,1.0,2 Metropolitan,2,1,Tuesday,peak,50,T-Junction,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Right Angle,No Control
2017-7698-15/08/2019,1,1,Driver,Female,63.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-7700-15/08/2019,2,1,Driver,Male,90.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Right Turn,1.0,2 Metropolitan,2,1,Tuesday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2017-7705-15/08/2019,1,1,Rider,Male,19.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-7706-15/08/2019,1,1,Driver,Female,55.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,off-peak,70,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-7707-15/08/2019,2,1,Driver,Female,47.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,1 City,2,1,Tuesday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-7708-15/08/2019,1,1,Rider,Male,29.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,peak,90,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-7709-15/08/2019,1,1,Driver,Male,87.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Right Turn,1.0,2 Metropolitan,3,1,Tuesday,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-7711-15/08/2019,1,1,Driver,Male,68.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Tuesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-7712-15/08/2019,1,1,Passenger,Male,65.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Utility,NoLicence,Straight Ahead,2.0,3 Country,2,1,Tuesday,off-peak,110,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Head On,No Control
2017-7713-15/08/2019,2,1,Driver,Male,27.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Angle,No Control
2017-7714-15/08/2019,2,1,Rider,Male,65.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2017-7719-15/08/2019,2,1,Rider,Male,15.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Leaving Private Driveway,1.0,3 Country,2,1,Tuesday,peak,50,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,No Control
2017-7723-15/08/2019,1,1,Driver,Male,90.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,3 Country,2,2,Tuesday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-7723-15/08/2019,2,1,Driver,Male,30.0,Driver,Not Thrown Out,NotFatal,Worn,Large,Full,Stopped on Carriageway,1.0,3 Country,2,2,Tuesday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-7724-15/08/2019,1,1,Driver,Female,77.0,Driver,Not Thrown Out,Fatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,3,2,Tuesday,off-peak,90,Freeway,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Head On,No Control
2017-7724-15/08/2019,1,2,Passenger,Female,79.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,2 Metropolitan,3,2,Tuesday,off-peak,90,Freeway,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Head On,No Control
2017-7729-15/08/2019,2,1,Driver,Male,50.0,Driver,Not Thrown Out,NotFatal,Worn,Utility,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-7730-15/08/2019,1,1,Driver,Female,50.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Monday,peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-7731-15/08/2019,2,1,Pedestrian,Male,13.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing without Control,1.0,2 Metropolitan,2,1,Wednesday,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2017-7735-15/08/2019,1,1,Driver,Male,33.0,Driver,Not Thrown Out,NotFatal,Worn,Utility,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,2,Tuesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-7735-15/08/2019,2,1,Driver,Male,41.0,Driver,Not Thrown Out,NotFatal,Worn,Utility,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Tuesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-7739-15/08/2019,1,1,Driver,Female,30.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Tuesday,peak,70,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
2017-7741-15/08/2019,1,1,Rider,Male,32.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
2017-7746-15/08/2019,1,1,Driver,Male,72.0,Driver,Not Thrown Out,Fatal,NotWorn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,off-peak,60,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-7753-15/08/2019,1,1,Driver,Female,19.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 1 ,Straight Ahead,2.0,3 Country,2,2,Monday,off-peak,100,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Night,Hit Fixed Object,No Control
2017-7753-15/08/2019,1,2,Passenger,Male,18.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,3 Country,2,2,Monday,off-peak,100,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Night,Hit Fixed Object,No Control
2017-7755-15/08/2019,1,1,Driver,Female,23.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,peak,90,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-7762-15/08/2019,1,1,Driver,Male,80.0,Driver,Not Thrown Out,NotFatal,Worn,Utility,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Wednesday,off-peak,110,Freeway,Straight road,Slope,Wet,Raining,Night,Hit Parked Vehicle,No Control
2017-7762-15/08/2019,1,2,Passenger,Female,70.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Utility,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,2,Wednesday,off-peak,110,Freeway,Straight road,Slope,Wet,Raining,Night,Hit Parked Vehicle,No Control
2017-7763-15/08/2019,1,1,Driver,Male,29.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Probationary,Straight Ahead,1.0,3 Country,1,1,Wednesday,off-peak,110,Divided Road,Straight road,Level,Wet,Raining,Night,Left Road - Out of Control,No Control
2017-7764-15/08/2019,1,1,Driver,Male,53.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,3 Country,3,1,Tuesday,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Animal,No Control
2017-7766-15/08/2019,2,1,Driver,Male,34.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Right Turn,1.0,2 Metropolitan,2,1,Thursday,peak,50,Cross Road,Straight road,Level,Wet,Not Raining,Daylight,Right Angle,Give Way Sign
2017-7771-15/08/2019,1,1,Pedestrian,Male,40.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing without Control,1.0,2 Metropolitan,2,1,Wednesday,off-peak,50,T-Junction,Straight road,Level,Wet,Not Raining,Night,Hit Pedestrian,No Control
2017-7772-15/08/2019,1,1,Driver,Male,50.0,Driver,Not Thrown Out,NotFatal,Unknown,Utility,Full,Straight Ahead,1.0,3 Country,2,1,Wednesday,off-peak,100,Not Divided,Straight road,Level,Unknown,Unknown,Night,Hit Fixed Object,No Control
2017-7781-15/08/2019,1,1,Driver,Female,50.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Sunday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-7782-15/08/2019,1,1,Rider,Female,40.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,50,Cross Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Right Angle,Give Way Sign
2017-7792-15/08/2019,1,1,Driver,Female,66.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-7797-15/08/2019,1,1,Driver,Female,50.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Left Turn,2.0,2 Metropolitan,2,1,Friday,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-7801-15/08/2019,2,1,Driver,Female,71.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Right Turn,1.0,2 Metropolitan,2,1,Wednesday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2017-7804-15/08/2019,1,1,Driver,Male,77.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Right Turn,1.0,2 Metropolitan,6,1,Friday,peak,50,Multiple,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
2017-7808-15/08/2019,1,1,Driver,Female,45.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 2,Right Turn,1.0,2 Metropolitan,2,1,Friday,off-peak,60,Multiple,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2017-7811-15/08/2019,1,1,Rider,Male,25.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,1,1,Friday,off-peak,60,Divided Road,Straight road,Level,Wet,Not Raining,Daylight,Roll Over,No Control
2017-7812-15/08/2019,2,1,Pedestrian,Female,25.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing without Control,1.0,1 City,2,1,Friday,off-peak,50,T-Junction,Straight road,Level,Wet,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
